Country,Category,DateTime,Close,Frequency,HistoricalDataSymbol,LastUpdate
Hong Kong,Unemployment Rate,2022-10-31T00:00:00,3.8,Monthly,HKUERATE,2022-12-16T08:30:00
Hong Kong,Unemployment Rate,2022-11-30T00:00:00,3.7,Monthly,HKUERATE,2023-01-19T08:30:00
Hong Kong,Unemployment Rate,2022-12-31T00:00:00,3.5,Monthly,HKUERATE,2023-02-16T08:31:00
Hong Kong,Unemployment Rate,2023-01-31T00:00:00,3.4,Monthly,HKUERATE,2023-03-16T08:30:00
Hong Kong,Unemployment Rate,2023-02-28T00:00:00,3.3,Monthly,HKUERATE,2023-04-24T08:31:00
Hong Kong,Unemployment Rate,2023-03-31T00:00:00,3.1,Monthly,HKUERATE,2023-05-18T08:30:00
Hong Kong,Unemployment Rate,2023-04-30T00:00:00,3,Monthly,HKUERATE,2023-06-19T08:30:00
Hong Kong,Unemployment Rate,2023-05-31T00:00:00,3,Monthly,HKUERATE,2023-07-18T08:30:00
Hong Kong,Unemployment Rate,2023-06-30T00:00:00,2.9,Monthly,HKUERATE,2023-08-17T08:30:00
Hong Kong,Unemployment Rate,2023-07-31T00:00:00,2.8,Monthly,HKUERATE,2023-09-19T08:30:00
Hong Kong,Unemployment Rate,2023-08-31T00:00:00,2.8,Monthly,HKUERATE,2023-10-19T08:30:00
Hong Kong,Unemployment Rate,2023-09-30T00:00:00,2.8,Monthly,HKUERATE,2023-11-16T08:30:00
Hong Kong,Unemployment Rate,2023-10-31T00:00:00,2.9,Monthly,HKUERATE,2023-12-19T08:30:00
Hong Kong,Unemployment Rate,2023-11-30T00:00:00,2.9,Monthly,HKUERATE,2024-01-18T08:30:00
Hong Kong,Unemployment Rate,2023-12-31T00:00:00,2.9,Monthly,HKUERATE,2024-02-20T08:30:00
